sourceRow,name,productCode,sheetUnit,dibeli,dijual,category,suggestedPrimaryUnit,existingNameMatch,existingSkuForName,existingUnitForName,existingParentForName,existingNamesUsingSameSku,issueTypes,suggestedAction,normalizedNameKey,matchedExistingNameByNormalizedKey,refinedIssueTypes,refinedSuggestedAction,finalBucket,finalSku,finalName,finalPrimaryUnit,finalAction,finalCategory
136,Sedotan Bening Lurik Kuning Tumpul Lubang 6,SBLK0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Kuning Tumpul Lubang 6,SBLK0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Kuning Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik kuning tumpul lubang 6,Sedotan Bening Lurik Kuning Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLK0ST6,Sedotan Bening Lurik Kuning Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
137,Sedotan Bening Lurik Kuning Tumpul Lubang 8.5,SBLK0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Kuning Tumpul Lubang 8.5,SBLK0ST8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Kuning Tumpul Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik kuning tumpul lubang 8.5,Sedotan Bening Lurik Kuning Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLK0ST8,Sedotan Bening Lurik Kuning Tumpul Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
138,Sedotan Bening Lurik Merah Dop Lancip Lubang 6,SBLMDSL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Merah Dop Lancip Lubang 6,SBLMDSL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Merah Dop Lancip Lubang 6,DUPLICATE_PRODUCT_CODE_IN_SHEET,EXISTS_BY_NAME,sedotan bening lurik merah dop lancip lubang 6,Sedotan Bening Lurik Merah Dop Lancip Lubang 6,DUPLICATE_PRODUCT_CODE_IN_SHEET;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,MANUAL_REVIEW_REQUIRED,SBLMDSL6,Sedotan Bening Lurik Merah Dop Lancip Lubang 6,KG,KEEP_EXISTING_SKU_UPDATE_CANONICAL_NAME,EXISTING_UPDATE
139,Sedotan Bening Lurik Merah Dop Lancip Lubang 8.5,SBLMDSL8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Merah Dop Lancip Lubang 8.5,SBLMDSL8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Merah Dop Lancip Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik merah dop lancip lubang 8.5,Sedotan Bening Lurik Merah Dop Lancip Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLMDSL8,Sedotan Bening Lurik Merah Dop Lancip Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
140,Sedotan Bening Lurik Merah Lancip Lubang 6,SBLM0SL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Merah Lancip Lubang 6,SBLM0SL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Merah Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik merah lancip lubang 6,Sedotan Bening Lurik Merah Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLM0SL6,Sedotan Bening Lurik Merah Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
141,Sedotan Bening Lurik Merah Lancip Lubang 8.5,SBLM0SL8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Merah Lancip Lubang 8.5,SBLM0SL8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Merah Lancip Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik merah lancip lubang 8.5,Sedotan Bening Lurik Merah Lancip Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLM0SL8,Sedotan Bening Lurik Merah Lancip Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
142,Sedotan Bening Lurik Merah Putih Lancip Lubang 10,SBLM0SL10,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Merah Putih Lancip Lubang 10,SBLM0SL10,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Merah Putih Lancip Lubang 10,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik merah putih lancip lubang 10,Sedotan Bening Lurik Merah Putih Lancip Lubang 10,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLM0SL10,Sedotan Bening Lurik Merah Putih Lancip Lubang 10,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
143,Sedotan Bening Lurik Merah Putih Lancip Lubang 12,SBLM0SL12,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Merah Putih Lancip Lubang 12,SBLM0SL12,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Merah Putih Lancip Lubang 12,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik merah putih lancip lubang 12,Sedotan Bening Lurik Merah Putih Lancip Lubang 12,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLM0SL12,Sedotan Bening Lurik Merah Putih Lancip Lubang 12,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
145,Sedotan Bening Lurik Merah Putih Tumpul Lubang 6,SBLMDST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Merah Putih Tumpul Lubang 6,SBLMDST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Merah Putih Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik merah putih tumpul lubang 6,Sedotan Bening Lurik Merah Putih Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLMDST6,Sedotan Bening Lurik Merah Putih Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
146,Sedotan Bening Lurik Merah Tumpul Lubang 6,SBLM0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Merah Tumpul Lubang 6,SBLM0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Merah Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik merah tumpul lubang 6,Sedotan Bening Lurik Merah Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLM0ST6,Sedotan Bening Lurik Merah Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
147,Sedotan Bening Lurik Merah Tumpul Lubang 8.5,SBLM0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Merah Tumpul Lubang 8.5,SBLM0ST8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Merah Tumpul Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik merah tumpul lubang 8.5,Sedotan Bening Lurik Merah Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLM0ST8,Sedotan Bening Lurik Merah Tumpul Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
148,Sedotan Bening Lurik Orange Lancip Lubang 6,SBLO0SL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Orange Lancip Lubang 6,SBLO0SL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Orange Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik orange lancip lubang 6,Sedotan Bening Lurik Orange Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLO0SL6,Sedotan Bening Lurik Orange Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
149,Sedotan Bening Lurik Orange Putih Lancip Lubang 10,SBLODSL10,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Orange Putih Lancip Lubang 10,SBLODSL10,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Orange Putih Lancip Lubang 10,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik orange putih lancip lubang 10,Sedotan Bening Lurik Orange Putih Lancip Lubang 10,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLODSL10,Sedotan Bening Lurik Orange Putih Lancip Lubang 10,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
150,Sedotan Bening Lurik Orange Putih Lancip Lubang 6,SBLODSL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Orange Putih Lancip Lubang 6,SBLODSL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Orange Putih Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik orange putih lancip lubang 6,Sedotan Bening Lurik Orange Putih Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLODSL6,Sedotan Bening Lurik Orange Putih Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
151,Sedotan Bening Lurik Orange Putih Tumpul Lubang 6,SBLODST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Orange Putih Tumpul Lubang 6,SBLODST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Orange Putih Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik orange putih tumpul lubang 6,Sedotan Bening Lurik Orange Putih Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLODST6,Sedotan Bening Lurik Orange Putih Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
152,Sedotan Bening Lurik Orange Tumpul Lubang 6,SBLO0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Orange Tumpul Lubang 6,SBLO0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Orange Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik orange tumpul lubang 6,Sedotan Bening Lurik Orange Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLO0ST6,Sedotan Bening Lurik Orange Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
153,Sedotan Bening Lurik Orange Tumpul Lubang 8.5,SBLO0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Orange Tumpul Lubang 8.5,SBLO0ST8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Orange Tumpul Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik orange tumpul lubang 8.5,Sedotan Bening Lurik Orange Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLO0ST8,Sedotan Bening Lurik Orange Tumpul Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
154,Sedotan Bening Lurik Pink Jasa,BJ000019,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Bening Lurik Pink Jasa,BJ000019,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Pink Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik pink jasa,Sedotan Bening Lurik Pink Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000019,Sedotan Bening Lurik Pink Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
155,Sedotan Bening Lurik Pink Lancip Lubang 6,SBLP0SL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Pink Lancip Lubang 6,SBLP0SL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Pink Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik pink lancip lubang 6,Sedotan Bening Lurik Pink Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLP0SL6,Sedotan Bening Lurik Pink Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
156,Sedotan Bening Lurik Pink Lancip Lubang 8.5,SBLP0SL8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Pink Lancip Lubang 8.5,SBLP0SL8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Pink Lancip Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik pink lancip lubang 8.5,Sedotan Bening Lurik Pink Lancip Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLP0SL8,Sedotan Bening Lurik Pink Lancip Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
157,Sedotan Bening Lurik Pink Putih,SBLPDKT,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Pink Putih,SBLPDKT,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Pink Putih,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik pink putih,Sedotan Bening Lurik Pink Putih,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLPDKT,Sedotan Bening Lurik Pink Putih,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
158,Sedotan Bening Lurik Pink Putih Lancip Lubang 10,SBLPDSL10,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Pink Putih Lancip Lubang 10,SBLPDSL10,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Pink Putih Lancip Lubang 10,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik pink putih lancip lubang 10,Sedotan Bening Lurik Pink Putih Lancip Lubang 10,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLPDSL10,Sedotan Bening Lurik Pink Putih Lancip Lubang 10,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
159,Sedotan Bening Lurik Pink Putih Lancip Lubang 12,SBLPDSL12,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Pink Putih Lancip Lubang 12,SBLPDSL12,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Pink Putih Lancip Lubang 12,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik pink putih lancip lubang 12,Sedotan Bening Lurik Pink Putih Lancip Lubang 12,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLPDSL12,Sedotan Bening Lurik Pink Putih Lancip Lubang 12,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
160,Sedotan Bening Lurik Pink Putih Lancip Lubang 6,BJ000014,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Pink Putih Lancip Lubang 6,BJ000014,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Pink Putih Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik pink putih lancip lubang 6,Sedotan Bening Lurik Pink Putih Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000014,Sedotan Bening Lurik Pink Putih Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
161,Sedotan Bening Lurik Pink Putih Tumpul Lubang 6,SBLPDST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Pink Putih Tumpul Lubang 6,SBLPDST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Pink Putih Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik pink putih tumpul lubang 6,Sedotan Bening Lurik Pink Putih Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLPDST6,Sedotan Bening Lurik Pink Putih Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
162,Sedotan Bening Lurik Pink Tumpul Lubang 6,SBLP0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Pink Tumpul Lubang 6,SBLP0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Pink Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik pink tumpul lubang 6,Sedotan Bening Lurik Pink Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLP0ST6,Sedotan Bening Lurik Pink Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
163,Sedotan Bening Lurik Pink Tumpul Lubang 8.5,SBLP0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Pink Tumpul Lubang 8.5,SBLP0ST8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Pink Tumpul Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik pink tumpul lubang 8.5,Sedotan Bening Lurik Pink Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLP0ST8,Sedotan Bening Lurik Pink Tumpul Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
164,Sedotan Bening Steril,SBP00WL-11,Pack,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Bening Steril,SBP00WL-11,PCS,Produk FINISHED GOOD Rafia,Sedotan Bening Steril,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan bening steril,Sedotan Bening Steril,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SBP00WL-11,Sedotan Bening Steril,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
165,Sedotan Bening Steril Full Printing,SBP00SL-11,Karton,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Bening Steril Full Printing,SBP00SL-11,PCS,Produk FINISHED GOOD Rafia,Sedotan Bening Steril Full Printing,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan bening steril full printing,Sedotan Bening Steril Full Printing,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SBP00SL-11,Sedotan Bening Steril Full Printing,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
166,Sedotan Bening Super,SBP00ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Super,SBP00ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening super,Sedotan Bening Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBP00ST6,Sedotan Bening Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
167,Sedotan Bening Super Jasa,BJ000016,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Bening Super Jasa,BJ000016,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening super jasa,Sedotan Bening Super Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000016,Sedotan Bening Super Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
168,Sedotan Biru KW,SRP00KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Biru KW,SRP00KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Biru KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan biru kw,Sedotan Biru KW,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SRP00KT6,Sedotan Biru KW,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
169,Sedotan Biru KW Jasa,SRK00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Biru KW Jasa,SRK00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Biru KW Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan biru kw jasa,Sedotan Biru KW Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SRK00JT6,Sedotan Biru KW Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
170,Sedotan Biru KW Lubang 7,SRP00KT7,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Biru KW Lubang 7,SRP00KT7,KG,Produk FINISHED GOOD Rafia,Sedotan Biru KW Lubang 7,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan biru kw lubang 7,Sedotan Biru KW Lubang 7,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SRP00KT7,Sedotan Biru KW Lubang 7,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
171,Sedotan Biru KW Lurik Dop,SRLD0KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Biru KW Lurik Dop,SRLD0KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Biru KW Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan biru kw lurik dop,Sedotan Biru KW Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SRLD0KT6,Sedotan Biru KW Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
172,Sedotan Biru Lurik Dop Jasa,SRLDOJT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Biru Lurik Dop Jasa,SRLDOJT6,KG,Produk FINISHED GOOD Rafia,Sedotan Biru Lurik Dop Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan biru lurik dop jasa,Sedotan Biru Lurik Dop Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SRLDOJT6,Sedotan Biru Lurik Dop Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
173,Sedotan Biru Lurik Dop Lancip Lubang 6,BJ000024,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Biru Lurik Dop Lancip Lubang 6,BJ000024,KG,Produk FINISHED GOOD Rafia,Sedotan Biru Lurik Dop Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan biru lurik dop lancip lubang 6,Sedotan Biru Lurik Dop Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000024,Sedotan Biru Lurik Dop Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
174,"Sedotan Biru Lurik Dop Lancip Lubang 8,5",SRLD0SL8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Biru Lurik Dop Lancip Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan biru lurik dop lancip lubang 8.5,Sedotan Biru Lurik Dop Lancip Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SRLD0SL8,"Sedotan Biru Lurik Dop Lancip Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
